Username,Post Date,Content,Like Count
urban.cafe.hk,29/4/2024,"📍觀塘 📍油麻地 📍旺角 📍荔枝角
荔枝角仲可以帶毛孩  o(｀ω´ )o
唔洗入場費架 ♪( ´▽｀)
歡迎訂座或walk in~

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",297
urban.cafe.hk,28/4/2024,"燒鵝🦆 💭”快啲黎避雨+探我地啦😼”
📍觀塘 📍油麻地 📍旺角 📍荔枝角
荔枝角仲可以帶毛孩  o(｀ω´ )o
唔洗入場費架 ♪( ´▽｀)
歡迎訂座或walk in~

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",195
urban.cafe.hk,25/4/2024,"所有分店全日有食物供應😋
星期一至五午餐💰48起咋 o(｀ω´ )o
唔洗入場費 ♪( ´▽｀)
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",397
urban.cafe.hk,23/4/2024,"旺角最大貓貓Cafe🏡 全日有食物供應😋
旺角兆萬中心分店🏡 地下搭𨋢直上14樓🛗
唔洗入場費 ♪( ´▽｀) 黎食嘢就可以睇貓貓喇😻
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",2421
urban.cafe.hk,21/4/2024,"觀塘最大貓貓Cafe🏡 全日有食物供應😋
觀塘駱駝漆大廈第一座🏡 唔洗排隊等𨋢🛗
唔洗入場費 ♪( ´▽｀)
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",163
urban.cafe.hk,20/4/2024,"全港最大貓貓Cafe🏡 全日有食物供應😋
荔枝角麗新商業中心(麗新商場)
唔洗入場費 ♪( ´▽｀)
黎食野就可以睇貓貓喇🌟
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",275
urban.cafe.hk,19/4/2024,"旺角最大貓貓Cafe🏡 全日有食物供應😋
旺角兆萬中心分店🏡 地下搭𨋢直上14樓🛗
唔洗入場費 ♪( ´▽｀) 黎食嘢就可以睇貓貓喇😻
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",604
urban.cafe.hk,18/4/2024,"旺角最大貓貓Cafe🏡 全日有食物供應😋
旺角兆萬中心分店🏡 地下搭𨋢直上14樓🛗
唔洗入場費 ♪( ´▽｀) 黎食嘢就可以睇貓貓喇😻
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",251
urban.cafe.hk,15/4/2024,"觀塘最大貓貓Cafe🏡 全日有食物供應😋
觀塘駱駝漆大廈第一座🏡 唔洗排隊等𨋢🛗
唔洗入場費 ♪( ´▽｀)
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",224
urban.cafe.hk,13/4/2024,"觀塘最大貓貓Cafe🏡 全日有食物供應😋
觀塘駱駝漆大廈第一座🏡 唔洗排隊等𨋢🛗
唔洗入場費 ♪( ´▽｀)
歡迎訂座或walk in😽

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~75

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~60

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~75

🕒 每日1200-2200",302
